mmsi, lat, lon, timestamp, imo, vesseltypeint, vessel name, callsign, length, width
576521000, -5.30039, 11.848, 1301158261, 0, 204, IBINDA TIDE, YJVFu, 0, 0
576521000, -5.29984, 11.8471, 1301158274, 0, 204, IBINDA TIDE, YJVFu, 0, 0
576521000, -5.29905, 11.8464, 1301158321, 0, 204, IBINDA TIDE, YJVFu, 0, 0
576521000, -5.29916, 11.8466, 1301158358, 0, 204, IBINDA TIDE, YJVFu, 0, 0
576521000, -5.2991, 11.8466, 1301158465, 0, 204, IBINDA TIDE, YJVFu, 0, 0
576521000, -5.29909, 11.8466, 1301158501, 0, 204, IBINDA TIDE, YJVFu, 0, 0
576528000, 5.39691, 4.38884, 1301158361, 9401714, 52, SASI TIDE, YJVPs, 0, 0
576528000, 5.39699, 4.38897, 1301158401, 9401714, 52, SASI TIDE, YJVPs, 0, 0
576528000, 5.3971, 4.38917, 1301158461, 9401714, 52, SASI TIDE, YJVPs, 0, 0
576549000, -5.29896, 11.8462, 1301158159, 0, 0, ZOLA TIDE, YJVFv, 0, 0
576549000, -5.29896, 11.8462, 1301158198, 0, 0, ZOLA TIDE, YJVFv, 0, 0
576549000, -5.29895, 11.8463, 1301158270, 0, 0, ZOLA TIDE, YJVFv, 0, 0
576564000, 4.27192, 7.6509, 1301158296, 9196761, 52, GULF SCAUP, YJRHv, 0, 0
576564000, 4.27188, 7.65083, 1301158365, 9196761, 52, GULF SCAUP, YJRHv, 0, 0
576564000, 4.27187, 7.65077, 1301158416, 9196761, 52, GULF SCAUP, YJRHv, 0, 0
576564000, 4.27186, 7.65068, 1301158485, 9196761, 52, GULF SCAUP, YJRHv, 0, 0
576571000, -6.50513, 10.8888, 1301158070, 9421805, 52, OLIVIER TIDE, YJVPw, 0, 0
576571000, -6.5044, 10.8879, 1301158101, 9421805, 52, OLIVIER TIDE, YJVPw, 0, 0
576571000, -6.50294, 10.8861, 1301158161, 9421805, 52, OLIVIER TIDE, YJVPw, 0, 0
576571000, -6.50074, 10.8834, 1301158250, 9421805, 52, OLIVIER TIDE, YJVPw, 0, 0
576571000, -6.49953, 10.8819, 1301158300, 9421805, 52, OLIVIER TIDE, YJVPw, 0, 0
576607000, -6.63339, 11.4887, 1301158366, 8914221, 70, POLESTAR, YJQJw, 120, 16
576614000, -8.75448, 13.2854, 1301158254, 9216664, 52, RUSSELL TIDE, YJRQw, 0, 0
